id,ISD07,ISD04,ISD05,ISD08,ISD14,ISD28,Reli01,Reli02,Reli03,Reli04,Reli05,Reli06,Reli07,Reli08,Reli09,Reli10,Religiosidad,EAR01,EAR02,EAR03,EAR04,EAR05,EAR06,EAR07,EAR08,EAR09,EAR10,Autoestima,SASS01,SASS02,SASS03,SASS04,SASS05,SASS06,SASS07,SASS08,SASS09,SASS10,SASS11,SASS12,SASS13,SASS14,SASS15,SASS16,SASS17,SASS18,SASS19,SASS20,SASS21,SASS_Total,Estres_Percibido
24,Femenino,Chile,27,27,5. Universitaria incompleta / TÈcnica completa,No,3,3,2,2,1,3,2,2,1,2,21,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,37,3,0,2,3,0,2,0,3,1,3,3,3,3,2,3,3,2,3,2,2,2,43,20
5,Femenino,Chile,27 a√±os,27,4. Media completa / TÈcnica incompleta.,No,4,4,4,4,4,4,4,4,4,4,40,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,3,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,36,0,3,3,3,1,3,3,2,2,3,2,2,3,2,2,2,3,2,2,2,3,45,23
20,Femenino,Chile,27 a√±os,27,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,3,Muy en desacuerdo,4,Muy en desacuerdo,3,3,De acuerdo,En desacuerdo,Muy en desacuerdo,34,2,0,1,3,1,1,0,3,0,2,3,2,1,1,3,3,2,2,2,2,2,34,34
43,Masculino,Chile,30 a√±os,30,3. Media incompleta.,No,3,4,3,3,3,2,4,2,3,3,30,3,3,Muy en desacuerdo,4,En desacuerdo,3,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,33,2,0,2,3,2,1,2,2,2,2,2,2,1,2,1,2,1,2,3,1,2,35,28
25,Masculino,Chlie,25,27,4. Media completa / TÈcnica incompleta.,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy de acuerdo,4,Muy de acuerdo,4,4,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,25,3,0,3,3,1,2,1,1,1,2,3,3,1,0,3,2,0,1,2,1,2,33,28
3,Femenino,Chile,27,27,4. Media completa / TÈcnica incompleta.,SÌ,2,3,3,3,2,3,3,3,3,2,27,3,2,Muy de acuerdo,3,De acuerdo,2,3,En desacuerdo,En desacuerdo,En desacuerdo,25,0,3,2,2,1,2,3,3,1,2,3,2,2,1,1,1,1,3,3,2,2,38,30
22,Masculino,Chile,27 a√±os,27,5. Universitaria incompleta / TÈcnica completa,No,2,1,2,3,1,4,2,3,3,3,24,4,4,En desacuerdo,3,Muy en desacuerdo,3,3,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,36,0,3,2,3,2,3,3,2,1,2,3,2,3,3,3,3,3,2,2,2,3,47,23
16,Femenino,chile,29,29,5. Universitaria incompleta / TÈcnica completa,No,2,2,2,2,2,2,2,2,2,2,20,4,4,En desacuerdo,4,Muy en desacuerdo,4,4,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,36,3,0,3,2,3,2,3,3,2,3,3,2,3,2,3,3,2,3,3,2,3,50,19
12,Masculino,Chile,26 a√±os,26,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,3,En desacuerdo,4,En desacuerdo,3,2,Muy en desacuerdo,Muy en desacuerdo,En desacuerdo,33,0,2,2,3,2,0,3,3,0,2,3,2,0,0,3,3,2,2,0,2,1,34,28
32,Masculino,Chile,26,26,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,3,Muy en desacuerdo,4,4,Muy en desacuerdo,En desacuerdo,Muy en desacuerdo,38,0,2,1,3,3,2,3,1,0,2,3,2,2,3,3,3,1,2,3,0,2,39,28
30,Masculino,Chile,26,26,4. Media completa / TÈcnica incompleta.,No,2,1,2,2,2,2,2,2,2,2,19,3,3,En desacuerdo,3,De acuerdo,3,2,De acuerdo,De acuerdo,En desacuerdo,26,2,0,3,1,0,3,1,1,1,2,2,2,2,0,1,2,2,2,3,0,2,30,31
17,Femenino,Chile,25,26,5. Universitaria incompleta / TÈcnica completa,No,1,1,2,2,1,1,2,1,1,1,13,4,4,Muy en desacuerdo,4,Muy de acuerdo,4,4,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,35,3,0,3,3,2,1,1,3,2,3,3,3,2,2,3,3,3,3,3,2,3,48,27
23,Masculino,chile,25,25,5. Universitaria incompleta / TÈcnica completa,No,1,1,3,1,1,3,3,1,1,1,16,4,4,Muy en desacuerdo,1,Muy en desacuerdo,4,4,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,37,3,0,3,3,3,3,3,3,3,3,3,2,3,3,1,2,3,3,3,3,3,53,13
37,Femenino,Chile,26 a√±os,26,5. Universitaria incompleta / TÈcnica completa,No,2,2,3,2,2,3,3,3,3,3,26,4,4,Muy en desacuerdo,4,Muy de acuerdo,3,4,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,32,0,1,2,3,1,2,2,2,1,3,3,2,2,1,3,3,1,2,3,1,2,38,25
29,Masculino,chile,26,26,4. Media completa / TÈcnica incompleta.,No,3,2,3,3,3,3,3,3,1,3,27,3,4,Muy en desacuerdo,3,Muy de acuerdo,4,4,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,33,0,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,2,3,1,1,2,48,23
8,Masculino,chile,26 a√±os,26,4. Media completa / TÈcnica incompleta.,No,1,1,1,1,1,1,1,1,1,1,10,3,4,En desacuerdo,2,En desacuerdo,3,3,De acuerdo,En desacuerdo,En desacuerdo,29,0,3,3,3,3,2,2,1,2,2,3,2,3,0,3,3,3,3,0,3,3,44,23
14,Masculino,Chile,26 a√±os y medio.,26,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,4,Muy en desacuerdo,3,4,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,39,1,0,3,3,3,2,2,3,3,3,3,3,2,2,2,3,3,3,2,3,2,49,23
16,Masculino,Chile,25 anos,25,6. Universitaria completa.,No,1,1,1,1,1,1,1,1,1,1,10,4,4,En desacuerdo,3,En desacuerdo,4,3,De acuerdo,Muy en desacuerdo,De acuerdo,32,2,0,2,3,2,1,3,2,1,3,3,1,1,1,3,3,3,2,3,2,2,41,28
32,Masculino,Chile,24 a√±os,24,5. Universitaria incompleta / TÈcnica completa,No,3,3,3,2,2,2,3,2,4,3,27,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,38,3,0,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,2,3,53,17
15,Femenino,Chile,25 anos,25,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,3,En desacuerdo,3,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,34,2,0,2,3,1,2,3,3,1,2,2,3,2,2,2,1,3,3,2,2,2,41,25
13,Masculino,Chile,25,25,5. Universitaria incompleta / TÈcnica completa,No,1,1,3,4,1,1,1,3,1,2,18,4,4,Muy en desacuerdo,4,Muy en desacuerdo,3,4,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,38,0,3,3,3,0,2,3,3,2,2,3,2,2,3,3,3,2,2,2,0,3,43,24
25,Masculino,Chile,24,24,5. Universitaria incompleta / TÈcnica completa,No,1,2,1,1,1,1,2,1,1,1,12,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,39,0,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,3,3,2,2,3,51,17
1,Femenino,Chile,25,25,5. Universitaria incompleta / TÈcnica completa,No,2,1,2,2,2,2,1,2,2,2,18,4,3,Muy en desacuerdo,3,Muy en desacuerdo,3,3,En desacuerdo,En desacuerdo,Muy en desacuerdo,34,2,0,3,2,3,3,3,3,2,2,3,2,2,1,3,3,2,3,1,2,2,45,22
22,Masculino,Chile,25,25,6. Universitaria completa.,No,1,1,1,1,1,1,1,1,1,1,10,4,4,En desacuerdo,4,En desacuerdo,3,3,Muy de acuerdo,De acuerdo,En desacuerdo,30,3,0,3,3,3,2,2,3,1,3,3,2,1,2,3,3,2,2,2,0,1,43,32
11,Femenino,Chile,25 a√±os,25,5. Universitaria incompleta / TÈcnica completa,No,2,2,2,3,1,3,2,2,3,2,22,4,4,En desacuerdo,4,Muy de acuerdo,4,4,De acuerdo,En desacuerdo,Muy en desacuerdo,33,3,0,3,3,0,3,3,2,1,3,3,2,3,0,3,3,1,2,3,2,3,43,21
13,Femenino,Chile,25 a√±os,25,4. Media completa / TÈcnica incompleta.,No,3,3,2,3,1,2,4,1,2,2,23,3,3,En desacuerdo,4,En desacuerdo,3,2,Muy de acuerdo,De acuerdo,En desacuerdo,27,0,3,2,2,0,2,1,2,0,1,2,2,1,0,1,1,2,3,3,1,2,29,28
35,Femenino,Chile,25 a√±os,25,5. Universitaria incompleta / TÈcnica completa,No,1,3,1,3,1,3,3,1,3,2,21,4,4,Muy en desacuerdo,4,Muy en desacuerdo,3,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,36,0,2,2,2,1,2,0,2,2,1,3,2,3,2,2,1,1,3,2,1,2,34,27
10,Femenino,Chile,24 a√±os,24,5. Universitaria incompleta / TÈcnica completa,No,4,3,3,3,3,3,3,4,3,4,33,2,4,En desacuerdo,3,Muy en desacuerdo,3,3,Muy de acuerdo,En desacuerdo,En desacuerdo,29,3,0,3,3,2,3,2,3,3,3,3,3,3,2,2,2,0,3,3,0,3,46,27
25,Masculino,Chile,26,26,6. Universitaria completa.,No,1,1,2,2,1,1,1,2,1,2,14,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,38,3,0,3,3,3,2,3,2,2,2,3,3,2,2,3,3,3,3,1,3,2,49,24
16,Masculino,chile,25 a√±os,25,5. Universitaria incompleta / TÈcnica completa,No,3,3,4,4,3,3,4,3,3,3,33,3,3,En desacuerdo,3,De acuerdo,3,3,De acuerdo,En desacuerdo,En desacuerdo,28,0,3,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,44,25
1,Femenino,Chile,24 a√±os,24,5. Universitaria incompleta / TÈcnica completa,No,2,1,2,3,1,2,2,3,1,2,19,3,3,En desacuerdo,3,En desacuerdo,3,3,De acuerdo,De acuerdo,De acuerdo,27,0,2,2,3,1,1,2,2,2,2,3,2,2,1,2,3,1,2,2,1,2,36,33
11,Femenino,chile,23,23,5. Universitaria incompleta / TÈcnica completa,No,2,3,3,3,2,2,3,2,2,2,24,3,3,En desacuerdo,3,En desacuerdo,2,2,Muy de acuerdo,De acuerdo,En desacuerdo,25,3,0,3,2,1,2,1,2,1,1,2,1,1,0,1,1,1,3,3,2,1,31,34
18,Femenino,Chile,24 a√±os,24,5. Universitaria incompleta / TÈcnica completa,No,2,1,2,2,2,3,2,2,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,2,2,3,2,1,2,2,2,2,2,2,2,3,3,3,1,2,39,24
7,Masculino,chile,24 a√±os,24,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,2,4,Muy en desacuerdo,3,En desacuerdo,3,2,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,30,0,2,3,2,2,3,3,2,1,2,2,2,3,1,3,3,2,3,2,2,2,43,31
27,Masculino,Chile,24 a√±os,24,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,3,3,Muy en desacuerdo,4,Muy en desacuerdo,4,4,En desacuerdo,En desacuerdo,Muy en desacuerdo,36,2,0,0,3,2,1,3,3,1,2,2,2,2,1,3,3,3,3,1,1,2,38,22
1,Femenino,chile,23,23,5. Universitaria incompleta / TÈcnica completa,No,2,1,2,2,1,2,2,3,2,3,20,3,3,En desacuerdo,3,En desacuerdo,2,2,Muy de acuerdo,De acuerdo,De acuerdo,24,3,0,3,2,2,2,1,2,1,2,3,2,2,1,3,3,2,2,2,0,2,38,32
21,Femenino,Chile,23,23,4. Media completa / TÈcnica incompleta.,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,37,3,0,3,3,3,2,1,3,3,3,3,3,3,3,3,3,0,3,2,3,3,50,15
4,Femenino,Chile,23,23,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,3,4,Muy en desacuerdo,4,De acuerdo,3,3,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,32,3,0,3,3,0,3,2,1,1,2,3,3,3,2,2,3,2,2,2,3,2,43,13
28,Masculino,Chile,23 a√±os,23,6. Universitaria completa.,No,2,3,1,3,3,3,2,2,2,3,24,3,3,Muy en desacuerdo,3,Muy de acuerdo,4,4,En desacuerdo,En desacuerdo,En desacuerdo,31,3,0,2,3,2,3,2,3,3,2,2,2,1,1,1,1,2,3,2,2,2,40,26
39,Masculino,Chile,35,35,4. Media completa / TÈcnica incompleta.,No,1,1,1,1,1,1,1,1,1,1,10,3,3,En desacuerdo,3,En desacuerdo,3,3,De acuerdo,En desacuerdo,En desacuerdo,29,2,0,2,3,2,3,2,3,2,2,1,1,1,2,2,2,2,2,3,2,2,39,29
5,Femenino,Chile,21,21,5. Universitaria incompleta / TÈcnica completa,No,2,3,2,4,4,4,4,4,2,4,33,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,39,0,1,1,2,2,2,2,3,1,2,3,3,2,3,2,1,2,2,1,3,3,38,27
9,Masculino,Chile,22,22,5. Universitaria incompleta / TÈcnica completa,No,2,2,3,3,1,3,3,3,3,3,26,2,3,En desacuerdo,3,De acuerdo,3,3,De acuerdo,En desacuerdo,En desacuerdo,27,2,0,2,3,3,2,1,3,1,2,2,2,2,1,2,3,2,2,1,2,2,38,22
2,Masculino,Chile,22,22,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,3,3,Muy en desacuerdo,4,Muy en desacuerdo,3,3,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,35,0,2,3,3,3,2,3,3,2,2,3,3,2,2,3,3,2,3,2,1,3,47,23
8,Femenino,Chile,35,35,4. Media completa / TÈcnica incompleta.,SÌ,2,2,2,2,2,2,2,1,2,2,19,3,3,Muy en desacuerdo,3,En desacuerdo,3,3,De acuerdo,En desacuerdo,En desacuerdo,30,3,0,2,2,2,3,3,2,1,2,2,2,3,2,2,2,1,3,1,2,2,40,24
3,Femenino,Chile,22 a√±os.,22,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,2,2,1,1,12,3,3,Muy en desacuerdo,4,Muy en desacuerdo,3,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,34,2,0,2,3,2,3,3,2,1,3,3,3,3,2,2,3,1,3,2,3,3,46,20
2,Masculino,Chile,22,22,5. Universitaria incompleta / TÈcnica completa,No,2,1,3,2,2,4,3,3,3,3,26,4,4,Muy en desacuerdo,4,En desacuerdo,4,4,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,36,1,0,1,3,1,2,3,3,2,2,3,3,3,2,3,3,1,3,2,1,3,42,26
1,Femenino,chile,22,22,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy de acuerdo,4,Muy de acuerdo,4,4,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,25,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,48,28
14,Masculino,chile,23 anios,23,5. Universitaria incompleta / TÈcnica completa,No,4,4,4,4,1,4,4,1,4,3,33,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,38,0,2,1,3,1,2,3,2,2,3,3,3,3,0,2,2,2,3,3,2,3,42,25
3,Masculino,Chile,22,22,5. Universitaria incompleta / TÈcnica completa,SÌ,1,1,1,1,1,1,1,1,1,1,10,4,3,Muy en desacuerdo,3,En desacuerdo,2,3,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,30,3,0,3,2,1,2,0,3,3,2,3,3,3,0,3,3,1,2,3,3,2,43,27
13,Masculino,Chile,22,22,5. Universitaria incompleta / TÈcnica completa,No,2,1,2,2,1,3,2,2,2,3,20,3,2,En desacuerdo,3,En desacuerdo,3,3,De acuerdo,En desacuerdo,En desacuerdo,28,0,1,0,3,0,2,2,2,2,2,3,2,2,0,3,3,1,2,3,1,2,34,32
19,Masculino,Chile,22,22,5. Universitaria incompleta / TÈcnica completa,No,3,2,3,3,3,2,3,3,3,3,28,3,3,En desacuerdo,3,Muy de acuerdo,3,3,Muy de acuerdo,De acuerdo,De acuerdo,24,3,0,1,2,3,1,1,2,2,1,1,1,3,0,1,2,1,2,3,2,2,32,25
10,Femenino,Chile,22,22,5. Universitaria incompleta / TÈcnica completa,No,3,3,3,3,3,4,3,4,3,1,30,4,4,Muy en desacuerdo,3,Muy en desacuerdo,3,3,En desacuerdo,En desacuerdo,En desacuerdo,34,2,0,1,2,0,3,0,2,0,2,3,3,3,2,2,2,2,2,2,2,2,35,35
3,Femenino,chile,22,22,5. Universitaria incompleta / TÈcnica completa,SÌ,1,1,1,1,1,1,1,1,2,1,11,3,4,De acuerdo,4,De acuerdo,2,2,Muy de acuerdo,De acuerdo,De acuerdo,24,2,0,2,3,2,2,2,3,1,2,3,2,2,3,3,2,0,2,2,3,2,41,38
6,Masculino,Chile,20,20,5. Universitaria incompleta / TÈcnica completa,No,2,2,2,2,2,2,2,2,2,2,20,3,3,En desacuerdo,4,Muy de acuerdo,3,3,De acuerdo,En desacuerdo,En desacuerdo,28,3,0,2,3,2,2,2,3,2,2,3,3,3,1,3,3,3,3,1,1,2,45,26
16,Femenino,Chile,25,25,3. Media incompleta.,No,2,2,2,3,2,2,2,3,2,2,22,3,2,Muy en desacuerdo,3,En desacuerdo,3,3,De acuerdo,En desacuerdo,Muy en desacuerdo,30,0,3,2,1,1,1,2,2,2,2,2,2,3,1,2,2,1,2,2,1,2,34,26
31,Femenino,Chile,25 a√±os,25,5. Universitaria incompleta / TÈcnica completa,No,2,1,3,4,3,3,4,1,2,3,26,3,4,Muy en desacuerdo,4,De acuerdo,3,3,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,32,2,0,3,3,0,1,1,3,2,3,3,1,3,1,1,2,2,3,2,1,2,37,28
2,Femenino,chile,21,21,5. Universitaria incompleta / TÈcnica completa,No,2,2,2,2,1,3,3,3,2,2,22,3,3,De acuerdo,3,De acuerdo,2,2,Muy de acuerdo,De acuerdo,De acuerdo,22,0,2,2,3,3,3,2,3,1,2,3,2,2,2,3,3,2,3,2,1,1,44,29
14,Femenino,Chile,21,21,5. Universitaria incompleta / TÈcnica completa,No,3,1,1,3,3,3,3,3,3,3,26,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,39,0,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,2,2,49,21
7,Masculino,chile,21,21,4. Media completa / TÈcnica incompleta.,No,1,1,2,2,1,2,1,1,1,1,13,4,4,En desacuerdo,4,De acuerdo,3,3,De acuerdo,Muy en desacuerdo,De acuerdo,31,2,0,3,2,2,2,2,2,1,2,2,2,3,1,3,2,3,2,1,2,2,39,22
34,Femenino,Chile,21 a√±os,21,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,2,Muy en desacuerdo,4,En desacuerdo,3,3,De acuerdo,En desacuerdo,En desacuerdo,31,0,2,1,1,2,2,1,2,0,1,2,2,1,2,2,3,2,2,0,2,2,30,35
3,Masculino,chile,21 a√±os,21,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,2,2,1,1,12,4,3,Muy en desacuerdo,4,Muy en desacuerdo,3,4,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,37,3,0,3,3,2,2,3,3,1,2,3,2,2,2,3,3,2,3,2,2,2,46,17
30,Femenino,Chile,21 a√±os,21,4. Media completa / TÈcnica incompleta.,No,3,2,2,2,2,3,3,2,3,2,24,4,4,En desacuerdo,4,En desacuerdo,4,3,De acuerdo,En desacuerdo,En desacuerdo,33,0,2,2,2,2,3,3,3,1,3,2,3,3,2,2,2,2,3,0,2,2,42,20
18,Femenino,Chile,21,21,5. Universitaria incompleta / TÈcnica completa,No,2,3,1,2,1,1,3,2,2,1,18,4,4,Muy en desacuerdo,4,En desacuerdo,4,4,De acuerdo,En desacuerdo,De acuerdo,34,0,2,1,3,1,2,3,3,1,1,2,3,2,2,1,2,2,2,3,3,3,39,26
6,Femenino,chile,20,20,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,3,En desacuerdo,4,De acuerdo,4,3,En desacuerdo,En desacuerdo,En desacuerdo,32,0,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,1,2,2,34,24
7,Masculino,Chile,20,20,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,4,Muy de acuerdo,4,4,Muy en desacuerdo,En desacuerdo,Muy en desacuerdo,36,3,0,3,3,2,1,0,2,2,2,3,2,3,3,3,3,3,3,3,1,3,45,21
2,Femenino,Chile,20 a√±os,20,5. Universitaria incompleta / TÈcnica completa,SÌ,2,1,4,4,1,4,1,4,4,1,26,3,3,En desacuerdo,4,En desacuerdo,3,3,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,25,3,0,3,3,1,2,1,3,1,2,3,2,2,3,2,3,3,2,3,3,2,45,34
2,Femenino,Chile,20,20,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,2,Muy en desacuerdo,3,Muy de acuerdo,3,2,En desacuerdo,Muy de acuerdo,Muy de acuerdo,24,3,0,2,3,1,2,2,3,2,2,3,2,2,2,3,3,3,2,3,2,2,45,24
10,Masculino,Chile,20,20,5. Universitaria incompleta / TÈcnica completa,No,2,1,2,1,1,2,2,3,2,3,19,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,39,0,3,3,3,2,1,2,2,1,3,3,3,2,2,3,3,2,3,2,2,3,45,15
18,Masculino,Chile,21,21,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,3,3,En desacuerdo,3,En desacuerdo,3,3,En desacuerdo,En desacuerdo,Muy en desacuerdo,31,0,2,2,3,1,1,1,2,3,2,3,2,2,3,3,3,2,2,1,2,2,40,33
16,Femenino,Chile,20,20,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,2,2,2,1,13,3,3,En desacuerdo,3,De acuerdo,2,3,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,31,0,3,2,2,1,3,2,2,1,1,2,2,3,0,0,2,1,3,1,2,1,33,28
8,Masculino,Chile,20,20,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,2,1,11,3,3,En desacuerdo,4,En desacuerdo,3,3,En desacuerdo,En desacuerdo,Muy en desacuerdo,32,1,0,2,2,2,2,2,3,2,2,2,2,1,1,3,3,2,2,2,0,1,36,20
39,Femenino,Chile,19 a√±os,19,5. Universitaria incompleta / TÈcnica completa,No,2,3,3,3,2,3,2,3,3,3,27,4,3,En desacuerdo,3,De acuerdo,3,3,Muy de acuerdo,En desacuerdo,En desacuerdo,28,0,3,3,3,2,3,2,2,2,2,3,3,3,2,1,2,2,2,2,3,3,45,25
40,Femenino,Chile,19 a√±os,19,4. Media completa / TÈcnica incompleta.,No,2,2,3,3,1,4,2,1,2,1,21,3,3,De acuerdo,3,De acuerdo,3,3,Muy en desacuerdo,De acuerdo,De acuerdo,27,3,0,2,3,2,2,2,2,2,2,3,2,2,0,3,3,0,2,3,1,2,39,30
11,Masculino,Chile,19,19,5. Universitaria incompleta / TÈcnica completa,No,3,2,4,3,3,4,3,3,4,4,33,4,4,Muy en desacuerdo,3,Muy en desacuerdo,4,4,En desacuerdo,Muy en desacuerdo,En desacuerdo,37,0,3,3,3,3,3,1,2,1,3,3,3,2,2,3,3,2,3,2,2,2,47,16
5,Masculino,chile,19,19,3. Media incompleta.,No,3,2,2,2,2,3,2,2,2,3,23,3,3,En desacuerdo,4,En desacuerdo,3,4,De acuerdo,En desacuerdo,En desacuerdo,31,0,2,2,3,2,2,2,3,1,1,2,1,1,1,1,2,3,2,2,2,2,35,25
15,Femenino,Chile,19,19,5. Universitaria incompleta / TÈcnica completa,SÌ,1,1,3,1,1,3,2,3,3,2,20,3,3,En desacuerdo,3,En desacuerdo,2,2,Muy de acuerdo,De acuerdo,De acuerdo,24,3,0,3,3,2,2,2,3,2,2,3,2,3,2,3,3,2,2,2,1,1,45,35
9,Masculino,Chile,19,19,3. Media incompleta.,No,1,1,1,2,1,3,2,3,2,2,18,2,3,Muy en desacuerdo,4,Muy en desacuerdo,4,3,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,35,0,2,3,3,2,2,2,2,1,1,3,2,2,1,3,2,3,2,1,3,2,40,25
19,Femenino,Chile,19,19,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,4,Muy en desacuerdo,3,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,36,0,1,3,3,2,3,3,3,3,3,3,3,1,0,3,3,2,3,3,3,3,48,20
2,Femenino,Chile,21,21,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,3,4,Muy en desacuerdo,3,En desacuerdo,3,3,De acuerdo,En desacuerdo,Muy en desacuerdo,32,3,0,3,2,2,2,2,3,3,2,3,2,2,1,2,3,3,2,3,2,3,45,29
20,Femenino,Chile,19,19,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,3,2,De acuerdo,2,De acuerdo,2,2,De acuerdo,De acuerdo,De acuerdo,21,0,0,0,1,3,0,2,1,1,2,3,2,3,0,1,3,1,1,1,3,0,28,36
66,Masculino,Venezuela,20 a√±os,39,4. Media completa / TÈcnica incompleta.,No,1,1,1,1,1,1,1,1,1,1,10,4,4,En desacuerdo,4,En desacuerdo,3,2,En desacuerdo,En desacuerdo,Muy en desacuerdo,33,3,0,3,1,0,3,3,2,3,3,3,3,3,1,3,2,3,3,2,1,1,45,30
7,Femenino,chile,19,19,5. Universitaria incompleta / TÈcnica completa,No,1,1,3,3,1,3,1,1,3,2,19,4,3,Muy en desacuerdo,4,Muy en desacuerdo,3,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,35,2,0,2,3,1,2,2,3,1,3,3,2,2,2,3,2,1,3,1,2,2,40,25
14,Masculino,Chile,17,18,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,3,4,Muy en desacuerdo,4,Muy en desacuerdo,3,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,35,2,0,2,3,2,3,1,3,1,2,3,2,1,3,3,3,3,3,1,2,1,43,26
