"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","6012","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","12613","0.0-1.0","[{""page_index"":0,""viewing_time"":6591}]","6594","Instructions",""
"","Consent","external-html","2","17392","0.0-2.0","","4339","Consent_01","html/consent-neely.html"
