"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":4929}]","4931","Instructions","instructions","0","4935","0.0-0.0",""
"","205852","Consent_01","external-html","1","211099","0.0-1.0","html/consent-neely.html"
