"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":4751}]","4752","Instructions","instructions","0","4755","0.0-0.0",""
"","18492.499999993015","Consent_01","external-html","1","23455","0.0-1.0","html/consent-neely.html"
