"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":7668}]","7669","Instructions","instructions","0","7670","0.0-0.0",""
"","131129.58000000071","Consent_01","external-html","1","139084","0.0-1.0","html/consent-neely.html"
