"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3103","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","5900","0.0-1.0","[{""page_index"":0,""viewing_time"":2787}]","2789","Instructions",""
"","Consent","external-html","2","13380","0.0-2.0","","7141","Consent_01","html/consent-neely.html"
