"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","6847","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","9515","0.0-1.0","[{""page_index"":0,""viewing_time"":2664}]","2665","Instructions",""
"","Consent","external-html","2","29074","0.0-2.0","","19361.419999971986","Consent_01","html/consent-neely.html"
