"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":124720}]","124721","Instructions","instructions","0","124722","0.0-0.0",""
"","77282.72000000288","Consent_01","external-html","1","202402","0.0-1.0","html/consent-neely.html"
