"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":3284}]","3285","Instructions","instructions","0","3285","0.0-0.0","",""
"","46400.995000003604","OTRASRELIG_01","html-slider-response-CSCN","1","49689","0.0-1.0","{""Q0"":""¿Qué tan importante considera que es Dios en su vida? ""}","{""Q0"":""6""}"
"","3742","OTRASRELIG_02","survey-multi-choice-vertical","2","53433","0.0-2.0","{""Q0"":""¿Cree usted en Dios?""}","{""Q0"":"" Sí""}"
"","26437","OTRASRELIG_03","survey-multi-choice-vertical","3","79871","0.0-3.0","{""Q0"":""¿Cree usted en la vida después de la muerte?""}","{""Q0"":"" Sí""}"
"","14489","OTRASRELIG_04","survey-multi-choice-vertical","4","94363","0.0-4.0","{""Q0"":""¿Cree usted en el Infierno?""}","{""Q0"":"" Sí""}"
"","21519","OTRASRELIG_05","survey-multi-choice-vertical","5","115884","0.0-5.0","{""Q0"":""¿Cree usted en el Cielo?""}","{""Q0"":"" Sí""}"
"","6096","OTRASRELIG_06","survey-multi-choice-vertical","6","121983","0.0-6.0","{""Q0"":""Fui criado(a)""}","{""Q0"":"" Religioso(a), Católico(a)""}"
"","15913","OTRASRELIG_08","survey-multi-choice-vertical","7","137900","0.0-8.0","{""Q0"":""¿Cuál de los siguientes corresponde a su preferencia y/o afiliación religiosa?""}","{""Q0"":"" Protestante (evangélico(a))""}"
"","14846","OTRASRELIG_10","survey-multi-choice-vertical","8","152750","0.0-10.0","{""Q0"":""¿Su familia y/o amigos pertenecen a su mismo grupo religioso?""}","{""Q0"":"" Solo algunos""}"
"","32372","OTRASRELIG_11","survey-multi-choice-vertical","9","185127","0.0-11.0","{""Q0"":""Sin considerar matrimonios y funerales, y sin considerar el periodo de pandemia, ¿qué tan seguido asiste a servicios religiosos?""}","{""Q0"":"" Más de una vez a la semana""}"
