"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3252","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","5569","0.0-1.0","[{""page_index"":0,""viewing_time"":2312}]","2313","Instructions",""
"","Consent","external-html","2","11767","0.0-2.0","","5566","Consent_01","html/consent-neely.html"
