"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid"
"true","Goodbye","fullscreen","119","1265964","0.0-127.0-0.0","","",""
"","Goodbye","instructions","120","1271063","0.0-128.0","[{""page_index"":0,""viewing_time"":5096}]","5096","Instructions"
