"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":5419}]","5420","Instructions","instructions","0","5424","0.0-0.0",""
"","74376.40000000829","Consent_01","external-html","1","83067","0.0-1.0","html/consent-neely.html"
