"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3211","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","5225","0.0-1.0","[{""page_index"":0,""viewing_time"":2014}]","2014","Instructions",""
"","Consent","external-html","2","12537","0.0-2.0","","6431.199999928474","Consent_01","html/consent-neely.html"
