"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":8240}]","8241","Instructions","instructions","0","8241","0.0-0.0",""
"","13535.704999987502","Consent_01","external-html","1","22237","0.0-1.0","html/consent-neely.html"
