"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":4350}]","4351","Instructions","instructions","0","4352","0.0-0.0",""
"","16729.325000196695","Consent_01","external-html","1","21271","0.0-1.0","html/consent-neely.html"
