"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":204774}]","204777","Instructions","instructions","0","204781","0.0-0.0",""
"","59949.49999998789","Consent_01","external-html","1","265019","0.0-1.0","html/consent-neely.html"
