"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","4538","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","6197","0.0-1.0","[{""page_index"":0,""viewing_time"":1657}]","1658","Instructions",""
"","Consent","external-html","2","66054","0.0-2.0","","59455.119999998715","Consent_01","html/consent-neely.html"
