"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","6230","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","16705","0.0-1.0","[{""page_index"":0,""viewing_time"":10465}]","10468","Instructions",""
"","Consent","external-html","2","192446","0.0-2.0","","175526.19999992847","Consent_01","html/consent-neely.html"
