"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":19413}]","19413","Instructions","instructions","0","19416","0.0-0.0",""
"","12509.889999986626","Consent_01","external-html","1","32323","0.0-1.0","html/consent-neely.html"
