"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":6321}]","6322","Instructions","instructions","0","6327","0.0-0.0",""
"","36802.91500000749","Consent_01","external-html","1","43380","0.0-1.0","html/consent-neely.html"
