"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":12535}]","12535","Instructions","instructions","0","12537","0.0-0.0",""
"","15716.795000247657","Consent_01","external-html","1","28449","0.0-1.0","html/consent-neely.html"
