"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid"
"true","Goodbye","fullscreen","112","1348719","0.0-127.0-0.0","","",""
"","Goodbye","instructions","113","1354128","0.0-128.0","[{""page_index"":0,""viewing_time"":5404}]","5407","Instructions"
