"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","stimulus","responses"
"true","fullscreen","0","3342","0.0-0.0","","","","",""
"","instructions","1","7168","0.0-1.0","[{""page_index"":0,""viewing_time"":3823}]","3824","Instructions","",""
"","survey-multi-choice-vertical","2","17987","0.0-2.0","","10811","SCSORF_01","{""Q0"":""1. Mi fe religiosa es extremadamente importante para mí.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","3","28670","0.0-3.0","","10675","SCSORF_02","{""Q0"":""2. Rezo a diario.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","4","36418","0.0-4.0","","7742","SCSORF_03","{""Q0"":""3. Considero mi fe una fuente de inspiración""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","5","49621","0.0-5.0","","13199","SCSORF_04","{""Q0"":""4. Considero que mi fe le otorga significado y propósito a mi vida.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","6","66103","0.0-6.0","","16472","SCSORF_05","{""Q0"":""5. Me considero activo/a en mi fe o iglesia.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","survey-multi-choice-vertical","7","77122","0.0-7.0","","11011","SCSORF_06","{""Q0"":""6. Mi fe es una parte importante de quien soy como persona.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","survey-multi-choice-vertical","8","84455","0.0-8.0","","7325","SCSORF_07","{""Q0"":""7. Mi relación con Dios es extremadamente importante para mí.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","9","96270","0.0-9.0","","11806","SCSORF_08","{""Q0"":""8. Disfruto estando alrededor de otras personas que comparten mi fe.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","10","105473","0.0-10.0","","9196","SCSORF_09","{""Q0"":""9. Veo mi fe como una fuente de comodidad.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","11","111639","0.0-11.0","","6159","SCSORF_10","{""Q0"":""10. Mi fe impacta muchas de mis decisiones.""}","{""Q0"":"" En desacuerdo""}"
