"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","2290","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","4196","0.0-1.0","[{""page_index"":0,""viewing_time"":1904}]","1904","Instructions",""
"","Consent","external-html","2","83175","0.0-2.0","","78745.01499999952","Consent_01","html/consent-neely.html"
