"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":6043}]","6047","Instructions","instructions","0","6050","0.0-0.0",""
"","19625.50000002375","Consent_01","external-html","1","26008","0.0-1.0","html/consent-neely.html"
