"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","1462","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","3044","0.0-1.0","[{""page_index"":0,""viewing_time"":1581}]","1581","Instructions",""
"","Consent","external-html","2","8195","0.0-2.0","","5145.999999716878","Consent_01","html/consent-neely.html"
