"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":952}]","953","Instructions","instructions","0","954","0.0-0.0",""
"","11477.094999999963","Consent_01","external-html","1","12634","0.0-1.0","html/consent-neely.html"
