"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":1764}]","1765","Instructions","instructions","0","1766","0.0-0.0",""
"","50242.60999999933","Consent_01","external-html","1","52026","0.0-1.0","html/consent-neely.html"
