"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","2909","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","4709","0.0-1.0","[{""page_index"":0,""viewing_time"":1785}]","1788","Instructions",""
"","Consent","external-html","2","22730","0.0-2.0","","17678.400000091642","Consent_01","html/consent-neely.html"
