"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","4911","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","10985","0.0-1.0","[{""page_index"":0,""viewing_time"":6065}]","6067","Instructions",""
"","Consent","external-html","2","256269","0.0-2.0","","244921.800000011","Consent_01","html/consent-neely.html"
