"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2624}]","2624","Instructions","instructions","0","2624","0.0-0.0",""
"","4033.995000001596","Consent_01","external-html","1","6866","0.0-1.0","html/consent-neely.html"
