"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":3224}]","3226","Instructions","instructions","0","3229","0.0-0.0",""
"","25067.9999999993","Consent_01","external-html","1","28519","0.0-1.0","html/consent-neely.html"
