"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","1798","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","3995","0.0-1.0","[{""page_index"":0,""viewing_time"":2196}]","2196","Instructions",""
"","Consent","external-html","2","14739","0.0-2.0","","10397.699999999953","Consent_01","html/consent-neely.html"
