"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","1259","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","2498","0.0-1.0","[{""page_index"":0,""viewing_time"":1233}]","1236","Instructions",""
"","Consent","external-html","2","4202","0.0-2.0","","1675.000000000001","Consent_01","html/consent-neely.html"
