"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","1747","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","3822","0.0-1.0","[{""page_index"":0,""viewing_time"":2073}]","2074","Instructions",""
"","Consent","external-html","2","17348","0.0-2.0","","13347.000000000004","Consent_01","html/consent-neely.html"
