"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid"
"true","Goodbye","fullscreen","118","909119","0.0-127.0-0.0","","",""
"","Goodbye","instructions","119","911832","0.0-128.0","[{""page_index"":0,""viewing_time"":2711}]","2712","Instructions"
