"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","4150","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","7008","0.0-1.0","[{""page_index"":0,""viewing_time"":2849}]","2851","Instructions",""
"","Consent","external-html","2","59141","0.0-2.0","","51901.40000000247","Consent_01","html/consent-neely.html"
