"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2461}]","2462","Instructions","instructions","0","2463","0.0-0.0",""
"","103965.6300000006","Consent_01","external-html","1","106622","0.0-1.0","html/consent-neely.html"
