"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","4506","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","6733","0.0-1.0","[{""page_index"":0,""viewing_time"":2223}]","2224","Instructions",""
"","Consent","external-html","2","19253","0.0-2.0","","12146.199999842793","Consent_01","html/consent-neely.html"
