"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":4295}]","4299","Instructions","instructions","0","4304","0.0-0.0",""
"","165625.6449999928","Consent_01","external-html","1","170235","0.0-1.0","html/consent-neely.html"
