"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","7292","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","9975","0.0-1.0","[{""page_index"":0,""viewing_time"":2678}]","2680","Instructions",""
"","Consent","external-html","2","33836","0.0-2.0","","23428.49999999453","Consent_01","html/consent-neely.html"
