"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":9544}]","9544","Instructions","instructions","0","9545","0.0-0.0",""
"","383087.90499999304","Consent_01","external-html","1","392841","0.0-1.0","html/consent-neely.html"
