"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":4981}]","4983","Instructions","instructions","0","4987","0.0-0.0",""
"","22051.199999987148","Consent_01","external-html","1","27318","0.0-1.0","html/consent-neely.html"
