"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":3724}]","3724","Instructions","instructions","0","3726","0.0-0.0",""
"","36903.319999808446","Consent_01","external-html","1","40954","0.0-1.0","html/consent-neely.html"
