"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":4793}]","4793","Instructions","instructions","0","4795","0.0-0.0",""
"","21112.669999994978","Consent_01","external-html","1","26120","0.0-1.0","html/consent-neely.html"
