"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","2032","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","4990","0.0-1.0","[{""page_index"":0,""viewing_time"":2958}]","2958","Instructions",""
"","Consent","external-html","2","11260","0.0-2.0","","5917.905000009341","Consent_01","html/consent-neely.html"
