"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","53344","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","55018","0.0-1.0","[{""page_index"":0,""viewing_time"":1673}]","1673","Instructions",""
"","Consent","external-html","2","83865","0.0-2.0","","28616.599999904633","Consent_01","html/consent-neely.html"
