"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","stimulus","responses"
"true","fullscreen","0","13229","0.0-0.0","","","","",""
"","instructions","1","17823","0.0-1.0","[{""page_index"":0,""viewing_time"":4592}]","4593","Instructions","",""
"","survey-multi-choice-vertical","2","39872","0.0-2.0","","22037","SCSORF_01","{""Q0"":""1. Mi fe religiosa es extremadamente importante para mí.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","3","49219","0.0-3.0","","9342","SCSORF_02","{""Q0"":""2. Rezo a diario.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","4","63155","0.0-4.0","","13931","SCSORF_03","{""Q0"":""3. Considero mi fe una fuente de inspiración""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","5","79506","0.0-5.0","","16344","SCSORF_04","{""Q0"":""4. Considero que mi fe le otorga significado y propósito a mi vida.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","6","90175","0.0-6.0","","10663","SCSORF_05","{""Q0"":""5. Me considero activo/a en mi fe o iglesia.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","survey-multi-choice-vertical","7","101653","0.0-7.0","","11472","SCSORF_06","{""Q0"":""6. Mi fe es una parte importante de quien soy como persona.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","8","114236","0.0-8.0","","12576","SCSORF_07","{""Q0"":""7. Mi relación con Dios es extremadamente importante para mí.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","9","135454","0.0-9.0","","21212","SCSORF_08","{""Q0"":""8. Disfruto estando alrededor de otras personas que comparten mi fe.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","10","149022","0.0-10.0","","13560","SCSORF_09","{""Q0"":""9. Veo mi fe como una fuente de comodidad.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","11","163556","0.0-11.0","","14527","SCSORF_10","{""Q0"":""10. Mi fe impacta muchas de mis decisiones.""}","{""Q0"":"" En desacuerdo""}"
