"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":4474}]","4475","Instructions","instructions","0","4477","0.0-0.0",""
"","188740.2000000002","Consent_01","external-html","1","193884","0.0-1.0","html/consent-neely.html"
