"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":4319}]","4319","Instructions","instructions","0","4320","0.0-0.0",""
"","7126.0900013148785","Consent_01","external-html","1","12024","0.0-1.0","html/consent-neely.html"
