"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2866}]","2867","Instructions","instructions","0","2869","0.0-0.0",""
"","22747.920000001614","Consent_01","external-html","1","25904","0.0-1.0","html/consent-neely.html"
