"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":1935}]","1936","Instructions","instructions","0","1936","0.0-0.0",""
"","36338.69499999855","Consent_01","external-html","1","38494","0.0-1.0","html/consent-neely.html"
