"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":1559}]","1562","Instructions","instructions","0","1566","0.0-0.0",""
"","53827.699999998","Consent_01","external-html","1","55619","0.0-1.0","html/consent-neely.html"
