"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2435}]","2436","Instructions","instructions","0","2440","0.0-0.0",""
"","37056.30000000019","Consent_01","external-html","1","39802","0.0-1.0","html/consent-neely.html"
