"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":3324}]","3324","Instructions","instructions","0","3326","0.0-0.0",""
"","53394.86000034958","Consent_01","external-html","1","56981","0.0-1.0","html/consent-neely.html"
