"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3981","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","8933","0.0-1.0","[{""page_index"":0,""viewing_time"":4940}]","4944","Instructions",""
"","Consent","external-html","2","141726","0.0-2.0","","130588.89999999973","Consent_01","html/consent-neely.html"
