"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":4067}]","4068","Instructions","instructions","0","4070","0.0-0.0",""
"","317994.53999940306","Consent_01","external-html","1","322366","0.0-1.0","html/consent-neely.html"
