"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":3698}]","3699","Instructions","instructions","0","3700","0.0-0.0",""
"","24010.249999992084","Consent_01","external-html","1","27900","0.0-1.0","html/consent-neely.html"
