"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","5719","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","11320","0.0-1.0","[{""page_index"":0,""viewing_time"":5597}]","5598","Instructions",""
"","Consent","external-html","2","78664","0.0-2.0","","67082","Consent_01","html/consent-neely.html"
