"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":1706}]","1706","Instructions","instructions","0","1708","0.0-0.0",""
"","4739.130000000841","Consent_01","external-html","1","6459","0.0-1.0","html/consent-neely.html"
