"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3783","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","5584","0.0-1.0","[{""page_index"":0,""viewing_time"":1798}]","1799","Instructions",""
"","Consent","external-html","2","21949","0.0-2.0","","16023.400000063702","Consent_01","html/consent-neely.html"
