"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":265961}]","265962","Instructions","instructions","0","265963","0.0-0.0",""
"","9049.150000035297","Consent_01","external-html","1","276413","0.0-1.0","html/consent-neely.html"
