"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","4569","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","7167","0.0-1.0","[{""page_index"":0,""viewing_time"":2595}]","2596","Instructions",""
"","Consent","external-html","2","50558","0.0-2.0","","43195.81000000471","Consent_01","html/consent-neely.html"
