"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":21048}]","21049","Instructions","instructions","0","21051","0.0-0.0",""
"","275983.30500000156","Consent_01","external-html","1","297224","0.0-1.0","html/consent-neely.html"
